Time (s),Magnetic Field x (µT),Magnetic Field y (µT),Magnetic Field z (µT),Absolute field (µT)
1.785684146,15.96000004,7.980000019,-42.47999954,46.07550719
1.793618716,15.65999985,7.739999771,-42.54000092,45.98689889
1.801644839,15.05999947,7.559999943,-42.11999893,45.36575242
1.809548892,14.93999958,7.799999714,-42.23999786,45.47813763
1.817483462,14.88000011,8.099999428,-42.77999878,46.01252753
1.825418033,15,8.220000267,-42.95999908,46.23991702
1.833413638,15.23999977,8.099999428,-43.13999939,46.46425649
1.841378726,15.23999977,7.799999714,-42.84000015,46.13418691
1.849282779,15.29999924,7.559999943,-42.89999771,46.16983192
1.857217349,15.53999996,7.5,-42.71999741,46.07320021
1.865151919,15.77999973,7.859999657,-42.59999847,46.10366424
1.873117007,15.8399992,7.559999943,-43.02000046,46.46266903
1.88114313,15.96000004,7.919999599,-42.59999847,46.17583637
1.889047183,15.59999943,7.559999943,-42.23999786,45.65885457
1.897012271,15.71999931,7.739999771,-42.41999817,45.89642927
1.904916324,16.02000046,7.980000019,-42,45.6543625
1.912911929,15.77999973,7.619999886,-42.41999817,45.89693927
1.920907535,15.96000004,7.679999828,-42.59999847,46.13527792
1.928811587,15.8399992,7.379999638,-42.77999878,46.21145166
1.936807193,15.71999931,7.259999752,-42.89999771,46.26268235
1.944741763,15.65999985,7.139999866,-42.84000015,46.16796299
1.952676333,15.77999973,7.139999866,-43.02000046,46.37573104
1.960641421,16.02000046,7.379999638,-43.13999939,46.60648406
1.968545474,15.47999954,7.440000057,-43.25999832,46.54472517
1.976480044,15.65999985,7.619999886,-43.5,46.85669636
1.984414615,15.47999954,7.679999828,-43.07999802,46.41658122
1.99241022,14.81999969,7.379999638,-42.59999847,45.70401137
2.000405826,15.59999943,7.559999943,-41.70000076,45.15975692
2.008309878,15.71999931,7.799999714,-41.21999741,44.80007322
2.016274966,15.8399992,7.440000057,-41.45999908,45.00211883
2.024240054,16.26000023,7.679999828,-41.57999802,45.30194521
2.03223566,16.31999969,7.440000057,-42.29999924,45.94546687
2.040200748,15.8399992,7.319999695,-42.59999847,46.03528907
2.0481048,16.02000046,7.859999657,-42.59999847,46.18636032
2.056100406,16.13999939,7.440000057,-42.23999786,45.82652726
2.064004458,15.65999985,7.799999714,-42.29999924,45.77516277
2.071969546,15.96000004,7.799999714,-42.54000092,46.10003552
2.079995669,15.47999954,8.099999428,-42.95999908,46.37673876
2.087899722,14.57999992,8.220000267,-43.13999939,46.27314934
