"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
2.589811438E0,2.135999870E1,1.523999977E1,-4.050000000E1,4.825719778E1
2.597776526E0,2.118000031E1,1.505999947E1,-4.079999924E1,4.837391792E1
2.605802649E0,2.177999878E1,1.511999989E1,-4.073999786E1,4.860792291E1
2.613737219E0,2.160000038E1,1.505999947E1,-4.079999924E1,4.855927860E1
2.621732825E0,2.142000008E1,1.529999924E1,-4.115999985E1,4.885746583E1
2.629667395E0,2.129999924E1,1.553999996E1,-4.139999771E1,4.908300497E1
2.637601965E0,2.135999870E1,1.577999973E1,-4.163999939E1,4.938772606E1
2.645597571E0,2.195999908E1,1.583999920E1,-4.170000076E1,4.971958566E1
2.653501624E0,2.213999939E1,1.565999985E1,-4.134000015E1,4.944098281E1
2.661466712E0,2.261999893E1,1.565999985E1,-4.104000092E1,4.940831531E1
2.669431799E0,2.213999939E1,1.565999985E1,-4.031999969E1,4.859133198E1
2.677396887E0,2.165999985E1,1.571999931E1,-4.050000000E1,4.854404157E1
2.685392493E0,2.118000031E1,1.529999924E1,-4.079999924E1,4.844917262E1
2.693296546E0,2.100000000E1,1.511999989E1,-4.073999786E1,4.826346260E1
2.701261633E0,2.118000031E1,1.500000000E1,-4.097999954E1,4.850724457E1
2.709226721E0,2.076000023E1,1.446000004E1,-4.127999878E1,4.841598403E1
2.717222327E0,2.100000000E1,1.488000011E1,-4.109999847E1,4.849354883E1
2.725187415E0,2.105999947E1,1.511999989E1,-4.091999817E1,4.844155473E1
2.733091467E0,2.123999977E1,1.505999947E1,-4.097999954E1,4.855204977E1
2.741026038E0,2.135999870E1,1.547999954E1,-4.073999786E1,4.853480562E1
2.748930090E0,2.135999870E1,1.505999947E1,-4.050000000E1,4.820065486E1
2.756864661E0,2.171999931E1,1.505999947E1,-4.079999924E1,4.861277499E1
2.764890784E0,2.153999901E1,1.493999958E1,-4.079999924E1,4.849551611E1
2.772794837E0,2.202000046E1,1.463999939E1,-4.068000031E1,4.851878427E1
2.780729407E0,2.219999886E1,1.500000000E1,-4.134000015E1,4.926292279E1
2.788663977E0,2.195999908E1,1.517999935E1,-4.097999954E1,4.890842773E1
2.796629065E0,2.177999878E1,1.505999947E1,-4.134000015E1,4.909345724E1
2.804655188E0,2.147999954E1,1.505999947E1,-4.134000015E1,4.896110269E1
2.812559241E0,2.087999916E1,1.488000011E1,-4.097999954E1,4.833993309E1
2.820493811E0,2.052000046E1,1.493999958E1,-4.079999924E1,4.805115965E1
2.828397864E0,2.021999931E1,1.505999947E1,-4.050000000E1,4.770641420E1
2.836393469E0,2.027999878E1,1.529999924E1,-4.061999893E1,4.790983866E1
2.844358557E0,2.010000038E1,1.553999996E1,-4.079999924E1,4.806393192E1
2.852262610E0,2.081999969E1,1.547999954E1,-4.073999786E1,4.829958798E1
2.860258215E0,2.069999886E1,1.565999985E1,-4.097999954E1,4.850861687E1
2.868192786E0,2.063999939E1,1.559999943E1,-4.073999786E1,4.826092605E1
2.876127356E0,2.129999924E1,1.553999996E1,-4.068000031E1,4.847725231E1
2.884153479E0,2.069999886E1,1.547999954E1,-4.104000092E1,4.850156713E1
2.892057532E0,2.093999863E1,1.553999996E1,-4.050000000E1,4.816871538E1
2.899992102E0,2.045999908E1,1.517999935E1,-4.031999969E1,4.769430069E1
2.907987708E0,2.021999931E1,1.505999947E1,-4.050000000E1,4.770641420E1
2.915952796E0,2.063999939E1,1.488000011E1,-4.050000000E1,4.782963494E1
2.923917883E0,2.087999916E1,1.463999939E1,-4.043999863E1,4.780896815E1
2.931821936E0,2.142000008E1,1.517999935E1,-4.121999741E1,4.887061458E1
2.939756507E0,2.142000008E1,1.542000008E1,-4.115999985E1,4.889517761E1
2.947660559E0,2.105999947E1,1.523999977E1,-4.115999985E1,4.868189353E1
2.955595130E0,2.069999886E1,1.505999947E1,-4.134000015E1,4.862395654E1
2.963621253E0,2.069999886E1,1.493999958E1,-4.050000000E1,4.787424715E1
2.971494788E0,2.057999992E1,1.469999981E1,-4.061999893E1,4.784987674E1
2.979490393E0,2.045999908E1,1.463999939E1,-4.043999863E1,4.762703679E1
2.987394446E0,2.052000046E1,1.463999939E1,-4.061999893E1,4.780569332E1
2.995390051E0,2.076000023E1,1.463999939E1,-4.079999924E1,4.806190934E1
3.003355139E0,2.129999924E1,1.463999939E1,-4.002000046E1,4.764052882E1
3.011259192E0,2.153999901E1,1.500000000E1,-3.995999908E1,4.780975930E1
3.019254798E0,2.165999985E1,1.523999977E1,-4.002000046E1,4.798972414E1
3.027189368E0,2.177999878E1,1.500000000E1,-4.050000000E1,4.836960147E1
3.035123938E0,2.153999901E1,1.475999928E1,-4.104000092E1,4.864268507E1
3.043150061E0,2.123999977E1,1.463999939E1,-4.139999771E1,4.877937046E1
3.051054114E0,2.105999947E1,1.469999981E1,-4.104000092E1,4.841379191E1
3.059049719E0,2.069999886E1,1.517999935E1,-4.121999741E1,4.855935048E1
3.066984290E0,2.063999939E1,1.535999966E1,-4.127999878E1,4.864131437E1
3.074918860E0,2.111999893E1,1.535999966E1,-4.121999741E1,4.879623070E1
3.082914465E0,2.129999924E1,1.553999996E1,-4.139999771E1,4.908300497E1
3.090879553E0,2.153999901E1,1.511999989E1,-4.068000031E1,4.845047346E1
3.098844641E0,2.153999901E1,1.505999947E1,-4.091999817E1,4.863354183E1
3.106809729E0,2.135999870E1,1.535999966E1,-4.104000092E1,4.874895701E1
3.114744299E0,2.160000038E1,1.523999977E1,-4.115999985E1,4.891792306E1
3.122770423E0,2.129999924E1,1.529999924E1,-4.157999802E1,4.915970076E1
3.130643958E0,2.147999954E1,1.511999989E1,-4.115999985E1,4.882776223E1
3.138639563E0,2.147999954E1,1.488000011E1,-4.104000092E1,4.865271276E1
3.146543616E0,2.111999893E1,1.505999947E1,-4.121999741E1,4.870262955E1
3.154508704E0,2.142000008E1,1.535999966E1,-4.104000092E1,4.877527722E1
3.162534827E0,2.142000008E1,1.583999920E1,-4.097999954E1,4.887823995E1
3.170438880E0,2.135999870E1,1.596000004E1,-4.109999847E1,4.899164235E1
3.178403967E0,2.153999901E1,1.577999973E1,-4.061999893E1,4.861033082E1
3.186369055E0,2.195999908E1,1.559999943E1,-4.055999756E1,4.868998813E1
3.194303626E0,2.147999954E1,1.505999947E1,-4.031999969E1,4.810297641E1
3.202329749E0,2.153999901E1,1.505999947E1,-4.050000000E1,4.828069118E1
3.210233801E0,2.129999924E1,1.493999958E1,-4.061999893E1,4.823772246E1
3.218229407E0,2.045999908E1,1.488000011E1,-4.097999954E1,4.816000756E1
3.226133460E0,2.100000000E1,1.542000008E1,-4.134000015E1,4.886483413E1
3.234129065E0,2.123999977E1,1.529999924E1,-4.068000031E1,4.837447666E1
3.242094153E0,2.147999954E1,1.542000008E1,-4.061999893E1,4.846804201E1
3.250028723E0,2.189999962E1,1.553999996E1,-4.031999969E1,4.844382270E1
3.258024329E0,2.147999954E1,1.535999966E1,-4.050000000E1,4.834842262E1
3.265928382E0,2.118000031E1,1.565999985E1,-4.068000031E1,4.846328954E1
3.273923987E0,2.105999947E1,1.542000008E1,-4.104000092E1,4.863724555E1
3.281889075E0,2.081999969E1,1.523999977E1,-4.127999878E1,4.868026581E1
3.289793128E0,2.057999992E1,1.505999947E1,-4.091999817E1,4.821603707E1
3.297727698E0,2.034000015E1,1.493999958E1,-4.121999741E1,4.833226024E1
3.305662268E0,2.045999908E1,1.505999947E1,-4.121999741E1,4.842007159E1
3.313657874E0,2.057999992E1,1.529999924E1,-4.091999817E1,4.829153781E1
3.321622962E0,2.076000023E1,1.517999935E1,-4.073999786E1,4.817839159E1
3.329527014E0,2.105999947E1,1.505999947E1,-4.104000092E1,4.852431181E1
3.337461585E0,2.111999893E1,1.500000000E1,-4.097999954E1,4.848107587E1
3.345426673E0,2.160000038E1,1.500000000E1,-4.109999847E1,4.879313365E1
3.353422278E0,2.165999985E1,1.535999966E1,-4.109999847E1,4.893153439E1
3.361387366E0,2.147999954E1,1.559999943E1,-4.068000031E1,4.857584572E1
3.369260901E0,2.147999954E1,1.571999931E1,-4.050000000E1,4.846399446E1
3.377256507E0,2.111999893E1,1.553999996E1,-4.037999725E1,4.814654849E1
3.385191077E0,2.135999870E1,1.535999966E1,-4.073999786E1,4.849666545E1
3.393125647E0,2.207999992E1,1.523999977E1,-4.061999893E1,4.868026605E1
3.401090735E0,2.195999908E1,1.511999989E1,-4.055999756E1,4.853832875E1
3.408994788E0,2.160000038E1,1.565999985E1,-4.109999847E1,4.900005598E1
3.416959876E0,2.160000038E1,1.559999943E1,-4.097999954E1,4.888026556E1
3.424894446E0,2.129999924E1,1.553999996E1,-4.134000015E1,4.903240948E1
3.432829016E0,2.118000031E1,1.589999962E1,-4.139999771E1,4.914633467E1
3.440824622E0,2.123999977E1,1.535999966E1,-4.086000061E1,4.854489499E1
3.448728674E0,2.142000008E1,1.542000008E1,-4.068000031E1,4.849180581E1
3.456693762E0,2.100000000E1,1.523999977E1,-4.025999832E1,4.789702556E1
3.464658850E0,2.105999947E1,1.488000011E1,-4.025999832E1,4.781009774E1
3.472593421E0,2.111999893E1,1.488000011E1,-4.037999725E1,4.793759419E1
3.480558508E0,2.100000000E1,1.481999969E1,-4.073999786E1,4.817032091E1
3.488462561E0,2.105999947E1,1.500000000E1,-4.097999954E1,4.845496817E1
3.496458167E0,2.105999947E1,1.535999966E1,-4.127999878E1,4.882101460E1
3.504392737E0,2.118000031E1,1.535999966E1,-4.109999847E1,4.872095932E1
3.512357825E0,2.123999977E1,1.565999985E1,-4.115999985E1,4.889293173E1
3.520322913E0,2.111999893E1,1.602000046E1,-4.152000046E1,4.926058473E1
3.528226965E0,2.087999916E1,1.559999943E1,-4.152000046E1,4.902290062E1
3.536161536E0,2.057999992E1,1.547999954E1,-4.181999969E1,4.911292251E1
3.544126624E0,2.045999908E1,1.511999989E1,-4.170000076E1,4.884788657E1
3.552061194E0,2.069999886E1,1.475999928E1,-4.134000015E1,4.853187760E1
3.560087317E0,2.087999916E1,1.488000011E1,-4.121999741E1,4.854355729E1
3.567991370E0,2.087999916E1,1.481999969E1,-4.073999786E1,4.811812737E1
3.575925940E0,2.052000046E1,1.463999939E1,-4.079999924E1,4.795873162E1
3.583860510E0,2.021999931E1,1.481999969E1,-4.086000061E1,4.793767217E1
3.591795081E0,1.968000031E1,1.493999958E1,-4.139999771E1,4.821271419E1
3.599790686E0,1.997999954E1,1.493999958E1,-4.181999969E1,4.869616354E1
3.607725257E0,2.034000015E1,1.535999966E1,-4.175999832E1,4.892384547E1
3.615690344E0,2.076000023E1,1.523999977E1,-4.145999908E1,4.880744540E1
3.623655432E0,2.093999863E1,1.517999935E1,-4.086000061E1,4.835758030E1
3.631590003E0,2.087999916E1,1.547999954E1,-4.079999924E1,4.837607558E1
3.639616126E0,2.105999947E1,1.565999985E1,-4.068000031E1,4.841096567E1
3.647520178E0,2.052000046E1,1.602000046E1,-4.091999817E1,4.849904209E1
3.655454749E0,2.105999947E1,1.602000046E1,-4.104000092E1,4.883078606E1
3.663389319E0,2.129999924E1,1.577999973E1,-4.097999954E1,4.880633895E1
3.671323889E0,2.111999893E1,1.547999954E1,-4.079999924E1,4.848014726E1
3.679288977E0,2.135999870E1,1.523999977E1,-4.068000031E1,4.840836253E1
3.687193030E0,2.093999863E1,1.481999969E1,-4.073999786E1,4.814419341E1
3.695127600E0,2.069999886E1,1.535999966E1,-4.061999893E1,4.810825143E1
3.703062171E0,2.076000023E1,1.565999985E1,-4.086000061E1,4.843297280E1
3.710996741E0,2.087999916E1,1.535999966E1,-4.073999786E1,4.828717615E1
3.719022864E0,2.135999870E1,1.583999920E1,-4.068000031E1,4.860059201E1
3.726926917E0,2.135999870E1,1.565999985E1,-4.115999985E1,4.894518084E1
3.734861487E0,2.111999893E1,1.529999924E1,-4.068000031E1,4.832190762E1
3.742826575E0,2.100000000E1,1.535999966E1,-4.086000061E1,4.844036787E1
3.750761145E0,2.057999992E1,1.505999947E1,-4.104000092E1,4.831792272E1
3.758787268E0,2.063999939E1,1.488000011E1,-4.073999786E1,4.803302410E1
3.766721839E0,2.100000000E1,1.505999947E1,-4.109999847E1,4.854908298E1
3.774717444E0,2.123999977E1,1.523999977E1,-4.109999847E1,4.870939394E1
3.782621497E0,2.135999870E1,1.523999977E1,-4.115999985E1,4.881242388E1
3.790586585E0,2.142000008E1,1.505999947E1,-4.139999771E1,4.898550600E1
3.798612708E0,2.135999870E1,1.505999947E1,-4.163999939E1,4.916241123E1
3.806516760E0,2.142000008E1,1.523999977E1,-4.200000000E1,4.954870328E1
3.814451331E0,2.147999954E1,1.523999977E1,-4.175999832E1,4.937150426E1
3.822385901E0,2.129999924E1,1.535999966E1,-4.145999908E1,4.907699136E1
3.830320471E0,2.081999969E1,1.523999977E1,-4.139999771E1,4.878206423E1
3.838346594E0,2.069999886E1,1.488000011E1,-4.127999878E1,4.851744692E1
3.846250647E0,2.039999962E1,1.488000011E1,-4.139999771E1,4.849262004E1
3.854185217E0,2.081999969E1,1.505999947E1,-4.181999969E1,4.908348343E1
3.862150305E0,2.100000000E1,1.488000011E1,-4.181999969E1,4.910526222E1
3.870145911E0,2.100000000E1,1.488000011E1,-4.145999908E1,4.879903613E1
3.878110999E0,2.123999977E1,1.500000000E1,-4.170000076E1,4.914293086E1
3.886045569E0,2.100000000E1,1.475999928E1,-4.109999847E1,4.845686178E1
3.894041174E0,2.081999969E1,1.505999947E1,-4.109999847E1,4.847149519E1
3.901945227E0,2.087999916E1,1.500000000E1,-4.145999908E1,4.878427912E1
3.909940833E0,2.063999939E1,1.511999989E1,-4.134000015E1,4.861707091E1
3.917905921E0,2.069999886E1,1.517999935E1,-4.145999908E1,4.876324289E1
3.925809973E0,2.123999977E1,1.469999981E1,-4.097999954E1,4.844159315E1
3.933744544E0,2.135999870E1,1.505999947E1,-4.115999985E1,4.875652486E1
3.941679114E0,2.171999931E1,1.523999977E1,-4.115999985E1,4.897102767E1
3.949674719E0,2.177999878E1,1.529999924E1,-4.121999741E1,4.906675565E1
3.957639807E0,2.153999901E1,1.571999931E1,-4.139999771E1,4.924479410E1
3.965574378E0,2.165999985E1,1.547999954E1,-4.073999786E1,4.866758064E1
3.973569983E0,2.160000038E1,1.529999924E1,-4.013999939E1,4.808190454E1
3.981504553E0,2.147999954E1,1.559999943E1,-4.002000046E1,4.802448125E1
3.989439124E0,2.129999924E1,1.577999973E1,-4.037999725E1,4.830364932E1
3.997404212E0,2.105999947E1,1.596000004E1,-4.097999954E1,4.876069668E1
4.005308264E0,2.039999962E1,1.553999996E1,-4.109999847E1,4.844441617E1
4.013242835E0,2.003999901E1,1.529999924E1,-4.104000092E1,4.816610024E1
4.021207923E0,2.057999992E1,1.493999958E1,-4.055999756E1,4.787330557E1
4.029142493E0,2.076000023E1,1.511999989E1,-4.002000046E1,4.755199725E1
4.037138098E0,2.123999977E1,1.553999996E1,-4.055999756E1,4.835020777E1
4.045042151E0,2.111999893E1,1.535999966E1,-4.109999847E1,4.869490547E1
4.052976721E0,2.063999939E1,1.559999943E1,-4.109999847E1,4.856520804E1
4.060911292E0,2.052000046E1,1.547999954E1,-4.175999832E1,4.903670324E1
4.068845862E0,2.045999908E1,1.511999989E1,-4.175999832E1,4.889911470E1
4.076841467E0,2.093999863E1,1.559999943E1,-4.145999908E1,4.899770452E1
4.084776038E0,2.100000000E1,1.565999985E1,-4.163999939E1,4.919476745E1
4.092771643E0,2.069999886E1,1.529999924E1,-4.152000046E1,4.885171816E1
4.100675696E0,2.076000023E1,1.565999985E1,-4.157999802E1,4.904191513E1
4.108640784E0,2.057999992E1,1.535999966E1,-4.175999832E1,4.902411087E1
4.116636389E0,2.087999916E1,1.505999947E1,-4.127999878E1,4.864993575E1
4.124540442E0,2.063999939E1,1.517999935E1,-4.068000031E1,4.807602708E1
4.132475012E0,2.027999878E1,1.493999958E1,-4.013999939E1,4.738883296E1
4.140409583E0,2.027999878E1,1.517999935E1,-4.020000076E1,4.751579519E1
4.148374671E0,1.973999977E1,1.542000008E1,-4.109999847E1,4.813163064E1
4.156400794E0,2.039999962E1,1.589999962E1,-4.121999741E1,4.866269781E1
4.164335364E0,2.027999878E1,1.607999992E1,-4.200000000E1,4.933401208E1
4.172330969E0,2.063999939E1,1.589999962E1,-4.157999802E1,4.906848069E1
4.180235022E0,2.063999939E1,1.596000004E1,-4.115999985E1,4.873270733E1
4.188169592E0,2.063999939E1,1.571999931E1,-4.104000092E1,4.855316291E1
4.196195715E0,2.123999977E1,1.559999943E1,-4.037999725E1,4.821868674E1
4.204099768E0,2.105999947E1,1.577999973E1,-4.031999969E1,4.814804611E1
4.212064856E0,2.135999870E1,1.535999966E1,-4.020000076E1,4.804392985E1
4.220029944E0,2.100000000E1,1.493999958E1,-4.061999893E1,4.810600691E1
4.227995032E0,2.105999947E1,1.500000000E1,-4.121999741E1,4.865811098E1
4.235960120E0,2.129999924E1,1.475999928E1,-4.145999908E1,4.889252571E1
4.243864173E0,2.135999870E1,1.500000000E1,-4.134000015E1,4.889013354E1
4.251829260E0,2.177999878E1,1.547999954E1,-4.109999847E1,4.902253163E1
4.259733313E0,2.165999985E1,1.523999977E1,-4.086000061E1,4.869243100E1
4.267698401E0,2.111999893E1,1.500000000E1,-4.086000061E1,4.837968587E1
4.275724524E0,2.123999977E1,1.517999935E1,-4.134000015E1,4.889341043E1
4.283628577E0,2.105999947E1,1.523999977E1,-4.097999954E1,4.852980046E1
4.291593665E0,2.057999992E1,1.535999966E1,-4.109999847E1,4.846313920E1
4.299558753E0,2.100000000E1,1.565999985E1,-4.079999924E1,4.848582817E1
4.307523840E0,2.105999947E1,1.571999931E1,-4.020000076E1,4.802792955E1
4.315488928E0,2.100000000E1,1.542000008E1,-4.079999924E1,4.840884568E1
4.323392981E0,2.153999901E1,1.535999966E1,-4.043999863E1,4.832488630E1
4.331358069E0,2.118000031E1,1.523999977E1,-4.020000076E1,4.792588098E1
4.339292639E0,2.123999977E1,1.500000000E1,-4.037999725E1,4.802792696E1
4.347227210E0,2.160000038E1,1.493999958E1,-4.002000046E1,4.786819446E1
4.355192298E0,2.123999977E1,1.493999958E1,-4.013999939E1,4.780753841E1
4.363065833E0,2.184000015E1,1.529999924E1,-4.079999924E1,4.874131226E1
4.371061438E0,2.153999901E1,1.488000011E1,-4.079999924E1,4.847706570E1
4.378996008E0,2.093999863E1,1.481999969E1,-4.086000061E1,4.824578306E1
4.386930579E0,2.135999870E1,1.488000011E1,-4.097999954E1,4.854919475E1
4.394895667E0,2.100000000E1,1.481999969E1,-4.134000015E1,4.867882500E1
4.402799719E0,2.105999947E1,1.523999977E1,-4.193999863E1,4.934313179E1
4.410764807E0,2.142000008E1,1.553999996E1,-4.205999756E1,4.969256883E1
4.418729895E0,2.118000031E1,1.571999931E1,-4.187999725E1,4.949388812E1
4.426664465E0,2.081999969E1,1.547999954E1,-4.121999741E1,4.870514305E1
4.434690589E0,2.093999863E1,1.577999973E1,-4.091999817E1,4.859977556E1
4.442594641E0,2.093999863E1,1.559999943E1,-4.091999817E1,4.854162930E1
4.450529212E0,2.142000008E1,1.565999985E1,-4.097999954E1,4.882020443E1
4.458494299E0,2.177999878E1,1.589999962E1,-4.097999954E1,4.905648476E1
4.466428870E0,2.153999901E1,1.542000008E1,-4.091999817E1,4.874622252E1
4.474454993E0,2.195999908E1,1.529999924E1,-4.025999832E1,4.834458606E1
4.482359046E0,2.147999954E1,1.511999989E1,-4.037999725E1,4.817207651E1
4.490324133E0,2.165999985E1,1.511999989E1,-4.031999969E1,4.820241037E1
4.498289221E0,2.171999931E1,1.542000008E1,-4.007999802E1,4.812422481E1
4.506284827E0,2.171999931E1,1.577999973E1,-4.061999893E1,4.869035916E1
4.514249915E0,2.195999908E1,1.577999973E1,-4.013999939E1,4.839906510E1
4.522184485E0,2.160000038E1,1.553999996E1,-4.007999802E1,4.810881267E1
4.530180090E0,2.171999931E1,1.565999985E1,-4.031999969E1,4.840140846E1
4.538084143E0,2.129999924E1,1.547999954E1,-4.037999725E1,4.820647811E1
4.546079749E0,2.118000031E1,1.547999954E1,-4.043999863E1,4.820390324E1
4.554044837E0,2.135999870E1,1.559999943E1,-4.061999893E1,4.847260917E1
4.561948889E0,2.142000008E1,1.547999954E1,-4.079999924E1,4.861159046E1
4.569883460E0,2.118000031E1,1.529999924E1,-4.068000031E1,4.834816247E1
4.577818030E0,2.123999977E1,1.529999924E1,-4.127999878E1,4.888011729E1
4.585813635E0,2.160000038E1,1.535999966E1,-4.127999878E1,4.905637477E1
4.593778723E0,2.142000008E1,1.517999935E1,-4.115999985E1,4.882002019E1
4.601682776E0,2.165999985E1,1.542000008E1,-4.152000046E1,4.930357425E1
4.609647864E0,2.142000008E1,1.547999954E1,-4.115999985E1,4.891413269E1
4.617612952E0,2.105999947E1,1.559999943E1,-4.097999954E1,4.864405331E1
4.625608557E0,2.087999916E1,1.559999943E1,-4.115999985E1,4.871837369E1
4.633573645E0,2.100000000E1,1.529999924E1,-4.068000031E1,4.826958050E1
4.641447180E0,2.105999947E1,1.505999947E1,-4.055999756E1,4.811902496E1
4.649442786E0,2.118000031E1,1.505999947E1,-4.068000031E1,4.827275030E1
4.657377356E0,2.153999901E1,1.505999947E1,-4.031999969E1,4.812979863E1
4.665311926E0,2.142000008E1,1.511999989E1,-4.031999969E1,4.809504315E1
4.673277014E0,2.160000038E1,1.529999924E1,-4.037999725E1,4.828244165E1
4.681181067E0,2.123999977E1,1.517999935E1,-4.013999939E1,4.788308179E1
4.689176673E0,2.123999977E1,1.517999935E1,-4.043999863E1,4.813484662E1
4.697111243E0,2.111999893E1,1.559999943E1,-4.086000061E1,4.856906409E1
4.705045813E0,2.111999893E1,1.559999943E1,-4.050000000E1,4.826659649E1
4.713010901E0,2.153999901E1,1.596000004E1,-4.104000092E1,4.902014722E1
4.720914954E0,2.147999954E1,1.602000046E1,-4.104000092E1,4.901339072E1
4.728849524E0,2.147999954E1,1.565999985E1,-4.097999954E1,4.884655912E1
4.736784094E0,2.147999954E1,1.596000004E1,-4.145999908E1,4.934615999E1
4.744779700E0,2.100000000E1,1.565999985E1,-4.152000046E1,4.909323816E1
4.752744788E0,2.100000000E1,1.571999931E1,-4.134000015E1,4.896033079E1
4.760648840E0,2.118000031E1,1.602000046E1,-4.127999878E1,4.908432669E1
4.768644446E0,2.069999886E1,1.542000008E1,-4.109999847E1,4.853324870E1
4.776548499E0,2.093999863E1,1.529999924E1,-4.104000092E1,4.854745302E1
4.784544104E0,2.100000000E1,1.500000000E1,-4.091999817E1,4.837815881E1
4.792509192E0,2.100000000E1,1.493999958E1,-4.061999893E1,4.810600691E1
4.800413245E0,2.129999924E1,1.505999947E1,-4.061999893E1,4.827502320E1
4.808347815E0,2.147999954E1,1.542000008E1,-4.043999863E1,4.831728750E1
4.816282385E0,2.093999863E1,1.535999966E1,-4.043999863E1,4.806044757E1
4.824216956E0,2.063999939E1,1.517999935E1,-4.097999954E1,4.833013881E1
4.832212561E0,2.081999969E1,1.529999924E1,-4.109999847E1,4.854659863E1
4.840086096E0,2.045999908E1,1.511999989E1,-4.127999878E1,4.848983665E1
4.848081702E0,2.087999916E1,1.535999966E1,-4.139999771E1,4.884530443E1
4.856016272E0,2.111999893E1,1.553999996E1,-4.091999817E1,4.860033131E1
4.863950842E0,2.063999939E1,1.542000008E1,-4.115999985E1,4.855853750E1
4.871915930E0,2.076000023E1,1.542000008E1,-4.109999847E1,4.855887032E1
4.879819983E0,2.063999939E1,1.542000008E1,-4.097999954E1,4.840605685E1
4.887754553E0,2.087999916E1,1.553999996E1,-4.086000061E1,4.844590399E1
4.895719641E0,2.135999870E1,1.565999985E1,-4.061999893E1,4.849195246E1
4.903654212E0,2.135999870E1,1.571999931E1,-4.043999863E1,4.836074247E1
4.911619299E0,2.129999924E1,1.559999943E1,-4.079999924E1,4.859722098E1
4.919523352E0,2.081999969E1,1.559999943E1,-4.134000015E1,4.884493814E1
4.927518958E0,2.057999992E1,1.571999931E1,-4.187999725E1,4.924011520E1
4.935453528E0,2.039999962E1,1.559999943E1,-4.211999893E1,4.933167620E1
4.943388098E0,2.087999916E1,1.565999985E1,-4.181999969E1,4.929627100E1
4.951353186E0,2.093999863E1,1.517999935E1,-4.157999802E1,4.896746019E1
4.959257239E0,2.093999863E1,1.535999966E1,-4.134000015E1,4.882016740E1
4.967191809E0,2.135999870E1,1.547999954E1,-4.091999817E1,4.868599573E1
4.975126380E0,2.147999954E1,1.547999954E1,-4.109999847E1,4.888998508E1
4.983091467E0,2.177999878E1,1.565999985E1,-4.073999786E1,4.877859539E1
4.991117590E0,2.202000046E1,1.565999985E1,-4.086000061E1,4.898628038E1
4.999021643E0,2.160000038E1,1.565999985E1,-4.121999741E1,4.910075150E1
5.006986731E0,2.105999947E1,1.553999996E1,-4.139999771E1,4.897933224E1
5.014951819E0,2.118000031E1,1.547999954E1,-4.163999939E1,4.921496061E1
5.022916907E0,2.069999886E1,1.493999958E1,-4.109999847E1,4.838288349E1
5.030881995E0,2.063999939E1,1.475999928E1,-4.091999817E1,4.814886711E1
5.038786048E0,2.069999886E1,1.505999947E1,-4.061999893E1,4.801330909E1
5.046720618E0,2.081999969E1,1.517999935E1,-4.079999924E1,4.825499669E1
5.054624671E0,2.171999931E1,1.553999996E1,-4.079999924E1,4.876361253E1
5.062589758E0,2.195999908E1,1.542000008E1,-4.031999969E1,4.843263711E1
5.070615882E0,2.202000046E1,1.571999931E1,-4.025999832E1,4.850635282E1
5.078519934E0,2.195999908E1,1.583999920E1,-3.977999878E1,4.812063422E1
5.086485022E0,2.111999893E1,1.559999943E1,-3.984000015E1,4.771414831E1
5.094450110E0,2.093999863E1,1.577999973E1,-4.031999969E1,4.809567870E1
5.102445715E0,2.081999969E1,1.481999969E1,-4.037999725E1,4.778753976E1
5.110410803E0,2.021999931E1,1.463999939E1,-4.055999756E1,4.762658245E1
5.118314856E0,2.045999908E1,1.488000011E1,-4.086000061E1,4.805794020E1
5.126249426E0,2.057999992E1,1.493999958E1,-4.091999817E1,4.817869067E1
5.134183997E0,2.045999908E1,1.511999989E1,-4.152000046E1,4.869431586E1
5.142118567E0,2.045999908E1,1.511999989E1,-4.181999969E1,4.895036602E1
5.150144690E0,2.015999985E1,1.505999947E1,-4.145999908E1,4.849907939E1
5.158048743E0,2.052000046E1,1.517999935E1,-4.163999939E1,4.884047858E1
5.165983313E0,2.093999863E1,1.565999985E1,-4.145999908E1,4.901684059E1
5.173948401E0,2.153999901E1,1.565999985E1,-4.121999741E1,4.907438577E1
5.181882971E0,2.184000015E1,1.565999985E1,-4.163999939E1,4.955916415E1
5.189878577E0,2.160000038E1,1.553999996E1,-4.127999878E1,4.911303202E1
5.197813147E0,2.153999901E1,1.529999924E1,-4.109999847E1,4.885971151E1
5.205808753E0,2.111999893E1,1.553999996E1,-4.121999741E1,4.885318966E1
5.213712805E0,2.118000031E1,1.547999954E1,-4.097999954E1,4.865781706E1
5.221677893E0,2.123999977E1,1.571999931E1,-4.121999741E1,4.896268125E1
5.229704016E0,2.123999977E1,1.596000004E1,-4.134000015E1,4.914117219E1
5.237608069E0,2.142000008E1,1.553999996E1,-4.115999985E1,4.893315430E1
5.245573157E0,2.160000038E1,1.596000004E1,-4.104000092E1,4.904654211E1
5.253507727E0,2.142000008E1,1.542000008E1,-4.073999786E1,4.854214902E1
5.261472815E0,2.135999870E1,1.511999989E1,-4.079999924E1,4.847168121E1
5.269498938E0,2.105999947E1,1.523999977E1,-4.079999924E1,4.837789897E1
5.277402991E0,2.076000023E1,1.505999947E1,-4.091999817E1,4.829314075E1
5.285398596E0,2.063999939E1,1.559999943E1,-4.115999985E1,4.861599680E1
